R1_input,R2_input,R1_top,R2_top,R1_bot,R2_bot
crRNA0401:443-465,500.470073284252,483.295017901425,1066.9803820489,1341.60774858221,286.056846317197,286.791763303687
crRNA0402:444-466,362.120864811944,380.3993369926,365.825952802718,436.673693705146,274.372793342185,264.210245304828
crRNA0403:445-467,451.383347812937,377.943514588608,547.760341526511,659.119592093451,392.123720891766,451.604639098877
crRNA0404:446-468,513.633413897133,534.599530016785,823.591673861239,999.466019198369,380.457002703807,315.315874435595
crRNA0405:447-469,651.22803975525,592.990705236732,853.869732335746,822.482376580189,441.518813167214,441.273696999804
crRNA0406:448-470,340.918776585439,418.624907328574,536.686932647988,485.973439923046,294.85950132156,245.908740419056
crRNA0407:449-471,386.801425765461,376.596839884808,574.773281010629,621.239492535967,187.513508722825,238.42843300449
crRNA0408:470-492,615.819838815738,641.866366172611,743.130397945363,689.236078337522,538.224258495586,573.510965519031
crRNA0409:471-493,800.284083175059,757.850415719583,1160.61368475994,1160.02102814847,561.471733509918,554.501262260213
crRNA0410:472-494,796.881215091596,860.890438916061,2138.19696668837,2299.69500419117,483.238748863403,399.787554817058
crRNA0411:473-495,802.894595203268,807.381126049928,1362.26725153783,1398.01390637031,538.247425615924,550.003354188604
crRNA0412:474-496,951.224340472772,1025.3752791872,2164.42838984931,2346.75610916148,544.887181523703,459.478236865294
crRNA0413:475-497,864.27140456067,1022.78395674992,3492.84780990385,3563.98073194641,274.439125655045,274.068154629042
crRNA0414:476-498,705.13927842389,699.757434268918,2764.26112963435,2635.09874186232,239.216022580175,318.129100760498
crRNA0415:477-499,980.263834348575,1019.26794137959,2997.87213596252,3319.48561343384,467.14154453695,332.898489629518
crRNA0416:478-500,726.191333035882,846.146322905908,1603.6845200574,1675.69847614394,552.313102829199,435.621406410934
crRNA0417:479-501,829.228468057333,837.465543019561,2778.37113818226,3083.1861821392,276.234930840316,210.314100691182
crRNA0418:480-502,642.61317185524,824.261755939512,1731.66009372644,1860.31767408369,436.021170135378,361.154034287612
crRNA0419:481-503,1066.89425392021,1019.39956263142,2222.64229693129,2263.45949083538,620.368577235277,578.720785969289
crRNA0420:482-504,926.181948091407,915.410762138983,2742.81412656155,2856.58508030985,432.141378585024,325.695938265159
crRNA0421:483-505,857.909458698738,855.94447319884,2835.87594270529,3000.33968879488,267.413304948405,285.760672025758
crRNA0422:484-506,758.008632094048,821.326722876471,2341.16994786915,2424.37478053901,334.921574679505,296.750042368276
crRNA0423:485-507,777.989477706926,750.128784852642,1892.17892938974,1833.31095795599,413.566161176457,486.786750064109
crRNA0424:486-508,826.812394475292,889.201196354635,1104.45873289426,1195.55563840142,799.546067348759,663.013082475454
crRNA0425:487-509,715.276745768812,656.789131039592,895.722510358934,894.347031736042,635.089018417748,708.975233909028
crRNA0426:488-510,787.773959402086,875.043723919015,986.52613569415,953.087826245692,951.14091892735,878.676908743876
crRNA0427:489-511,834.884203120473,942.825887398394,713.058570844781,677.080834120697,970.169299339784,874.200603856077
crRNA0428:490-512,1105.05321312591,1055.46823218615,1006.31848146835,953.254017648435,1251.95317207527,1195.08339275632
crRNA0429:491-513,967.852207659367,817.333678634514,774.855051965641,803.786613006098,942.799378412133,1044.79065628834
crRNA0430:492-514,844.471961251818,1037.40578365563,855.045164132805,835.65058931276,1140.83766455104,992.37089485769
crRNA0431:493-515,723.470278811204,815.096481387986,673.951444099146,671.76706974901,807.208385768241,745.523851602844
crRNA0432:494-516,794.967671124709,829.423088610682,785.268257879953,538.087448335537,1148.99962575287,1005.95968095427
crRNA0433:495-517,1178.85515443595,946.506054408119,913.795186971871,1011.82352410656,1142.90310247129,1211.04430222339
crRNA0434:496-518,745.794726942543,678.714616802211,610.004291131806,622.872359976141,800.157343669635,907.06331873258
crRNA0435:497-519,935.068135684929,865.800492210598,747.060372524032,927.840672620703,1035.43853823642,1084.52355670826
crRNA0436:498-520,1112.18027890148,1113.84426308111,1251.21558170715,1388.01743104542,1223.3035652005,1164.70746254368
crRNA0437:499-521,948.383309116684,835.405883657794,831.44200823546,862.492887453533,962.005230618122,931.601604884205
crRNA0438:500-522,957.894599447778,864.128082393738,888.225713862753,829.498377462457,940.661690120959,984.37177777643
crRNA0439:501-523,751.930347458057,717.150088831222,722.061505397484,655.377924742163,819.631484687956,725.15012842383
crRNA0440:502-524,646.623171599764,740.289877864911,572.110311589179,550.575571618068,703.08861054333,658.870506071186
crRNA0441:503-525,850.363791284986,854.429105881172,757.98438136437,757.930871872536,898.719101605063,803.04537450925
crRNA0442:504-526,517.467636369737,552.969346187174,430.618188938468,490.11495551331,643.342013240007,541.72211230821
crRNA0443:505-527,610.263581821382,589.193938036668,774.951292976917,833.271259643353,578.937616966096,494.428630962485
crRNA0444:506-528,708.083472636128,757.849981426925,867.417724153969,857.331237949029,526.209226292206,694.691624844481
crRNA0445:507-529,953.431008861859,945.135729973959,1036.81452195956,1084.77691960452,1017.87182538658,1016.72910751838
crRNA0446:508-530,764.763149772136,817.286513275067,813.140878036469,798.935591683651,823.456004242607,738.205287229207
crRNA0447:509-531,706.901902220048,743.270277541664,693.394554106499,677.615907661861,676.843385346612,637.416918767674
crRNA0448:510-532,760.691649111201,850.872069637301,897.24592112722,754.17927348046,743.085839530615,786.405899128432
crRNA0449:511-533,550.99447047196,606.987123409178,837.94382144487,854.117097354119,494.130466414596,505.476136732749
crRNA0450:512-534,478.29445402109,583.75010549372,873.306607910198,963.373525715061,341.62094441005,389.693923361088
crRNA0451:513-535,713.880919887562,732.993015247681,808.312197294791,762.277442419384,687.02085813604,674.658093108817
crRNA0452:514-536,651.640260380195,714.647193207635,1128.59692962102,1165.09113685201,525.075427387997,439.900743178802
crRNA0453:516-538,508.335110053177,540.436686082675,1108.86306976035,1397.1564725181,190.87577288455,208.249342526944
crRNA0454:518-540,553.575206791909,549.822201602778,615.627262233633,527.853675803484,548.64706788197,536.990962535663
crRNA0455:519-541,597.574334187274,626.53263319509,654.252216882524,743.594033493453,526.100036547703,500.561060076648
crRNA0456:520-542,414.687484896699,434.861557278515,346.396508527973,447.763262928279,409.957292393287,345.174170423056
crRNA0457:521-543,689.694787700003,690.314051055916,764.615642866529,659.111581670046,680.595851700776,608.121967424306
crRNA0458:522-544,473.955584721033,426.575201703956,356.338810534337,434.06452657099,432.702654945672,430.355432436987
crRNA0459:523-545,1042.10689549661,1017.14019701282,1068.76761054629,1219.89804783841,1010.02989843749,979.487141096559
crRNA0460:524-546,514.435309342414,420.459317656827,393.101245366238,463.022783663764,419.559363625413,488.661223285384
crRNA0461:525-547,465.475351104704,418.627660836653,403.125150987559,409.176819141081,396.576337560767,422.012473932693
crRNA0462:526-548,569.19951224413,543.670842389717,463.535912172249,568.203667436209,452.155767265415,417.310138939991
crRNA0463:527-549,758.114809794219,777.259139785983,1028.22054981925,994.869383646026,681.50199044825,587.066067245256
crRNA0464:528-550,658.463176547096,578.170112115029,911.135600662012,884.727988645659,472.469442993009,482.695655131124
crRNA0465:529-551,773.565729378249,642.54244309319,1061.30036273016,1153.52922368266,462.864721586065,463.41456236342
crRNA0466:530-552,683.904550483044,789.598869355743,1332.00018511343,1377.09444053136,457.296432605225,401.325969578543
crRNA0467:531-553,588.642852744221,518.707486409035,1385.65411949165,1433.36186360861,238.593679084558,190.37609332473
crRNA0468:533-555,597.535253954294,531.411478725429,1250.24168770724,1352.98466105401,307.389606897097,326.97079802988
crRNA0469:534-556,742.307176729095,725.815090039906,1163.18661213894,1232.10422604194,423.810407546259,376.753174991011
crRNA0470:535-557,728.900904129996,788.343772736026,1308.23522393322,1235.6968183334,456.566254582053,356.125479905474
crRNA0471:536-558,595.501364505191,765.840967334682,1805.10081868642,1760.92059932061,328.217899841504,280.065971116877
crRNA0472:537-559,678.979251351366,807.818103571316,1779.86658335189,1597.81407508275,496.503358301047,381.749342198328
crRNA0473:538-560,793.350492375913,804.707904790133,1267.76155070632,1339.61537162907,424.835395920356,462.768384550698
crRNA0474:539-561,659.998445298097,754.378545567135,1641.86870710755,1470.8324289216,514.432667786962,371.694524929947
crRNA0475:540-562,613.201832986134,542.506376212623,834.597234790871,766.28895675775,572.835032194604,552.047508972202
crRNA0476:541-563,668.858105498086,716.390915912041,1149.84198923268,1214.96447688542,481.411585106273,457.950231262454
crRNA0477:542-564,549.60380276013,543.448667275192,1101.26769603897,1242.33477882007,366.014359466687,338.533310427772
crRNA0478:543-565,556.482343641614,636.72285369877,881.591518925938,827.882569012042,536.714492749997,447.928834986162
crRNA0479:544-566,595.709108055675,825.961924228997,2403.81806919356,2276.66977006945,350.197574087139,332.842476750467
crRNA0480:545-567,619.427161613963,660.444193040482,1816.98201506478,1891.46420634483,275.280928179501,248.771133278324
crRNA0481:546-568,663.319495290888,682.920160324728,875.793004655847,749.673050640883,673.807427392398,552.037468430271
crRNA0482:547-569,896.073429665934,831.683141101798,1668.69267476688,1622.08067000281,505.887477615563,583.379193486694
crRNA0483:548-570,680.583360932354,692.811623024963,1855.59705347363,1894.89918906284,326.622377449863,333.616131607557
crRNA0484:549-571,541.204605861341,602.835471574938,1925.49146553233,1960.52972511996,185.216267331432,173.094111694762
crRNA0485:550-572,593.286492544108,609.351157855588,939.178351570967,941.251203589528,392.330851938955,340.066268140732
crRNA0486:551-573,764.861909750377,754.951667067331,759.637345781334,760.885640595442,615.111243766098,636.942900710627
crRNA0487:552-574,517.251546365658,550.203161267677,789.1032616906,758.04511401109,450.021988202357,447.788030080531
crRNA0488:553-575,573.728568323809,549.36818730085,1132.60962839217,1172.08121883633,330.925612168455,302.303447185918
crRNA0489:554-576,589.96935327019,622.870226931383,1012.58829143865,1095.59693438349,426.110740279539,369.012341290263
crRNA0490:555-577,533.531265338585,625.96269821421,760.217867511962,561.496064278388,535.417264945723,427.290337872876
crRNA0491:556-578,668.585850830586,675.890404407024,829.940477065199,722.688725753879,496.939680615913,506.066707038047
crRNA0492:557-579,500.121628811817,491.485662245684,495.114090281773,478.48251858385,555.895811243818,577.200947805777
crRNA0493:558-580,667.624879835789,574.650249456562,654.548069622927,674.308987883792,706.747522133336,645.018524742444
crRNA0494:559-581,513.396764883772,591.167468001923,510.394025887248,385.97934480909,579.386873152896,596.095264712937
crRNA0495:560-582,540.249453032463,599.446597657197,801.109726275449,696.083020126855,615.156680326517,641.22138737588
crRNA0496:561-583,702.032659772018,686.702224109793,659.335335500862,771.56021606177,646.481083138557,737.69469007408
crRNA0497:562-584,612.341802807341,603.118576429479,651.191906341911,677.407067404919,597.145144063115,546.772906337626
crRNA0498:563-585,449.195104997409,526.155249295335,860.292327600537,757.121823564655,402.121643974992,477.213282387389
crRNA0499:564-586,668.490616810794,641.58325680546,553.667545906695,604.305075752617,629.014741702271,675.840585343594
crRNA0500:565-587,694.756919091706,713.407455663626,801.345371584237,904.713945357534,660.549726279963,660.241768882959
crRNA0501:567-589,650.866718661645,601.545156009022,562.196277698696,643.277303954029,771.689989017978,740.013757331808
crRNA0502:568-590,478.277597786518,541.048675824258,547.014159957315,421.502107806693,581.984192353826,595.068798039647
crRNA0503:569-591,460.994621777439,458.292551470838,455.064719975329,506.32355581351,438.849107516635,414.357635928501
crRNA0504:570-592,457.499280922982,524.027188907147,624.246565307903,495.661652423682,493.721584193293,517.04643581125
crRNA0505:571-593,538.967277958099,492.612356629443,439.157496935631,736.956362818936,556.280594087712,550.327437749678
crRNA0506:572-594,724.518742241648,749.140300691021,584.960642030158,872.700150459815,760.803007312693,752.895381871335
crRNA0507:573-595,776.825829994772,851.811163514888,2132.3054702774,2452.45227784141,341.719737211168,299.357850998399
crRNA0508:574-596,549.593928927223,634.393347760355,2425.44850176264,2608.61661663507,241.790078339529,175.526524612622
crRNA0509:575-597,683.862185620396,657.353055522838,2553.94828336895,2674.33929366208,310.551695598598,231.904649237414
crRNA0510:576-598,552.072330451609,540.217373432484,1820.74280922841,1952.07746919768,215.128634600741,217.790570858791
crRNA0511:577-599,684.749683943377,727.247394737081,2415.47919183254,2433.81802203721,216.309778778099,269.13965090214
crRNA0512:578-600,685.20217721914,526.687328759193,734.574944718877,782.89209294945,581.816932611994,511.791719314436
crRNA0513:579-601,403.386560034621,383.588318256645,557.646351378358,639.160041754075,304.041568579366,285.914457208509
crRNA0514:580-602,479.763103459307,452.992844820838,411.572624769865,462.628541952226,558.52312794662,592.99427425437
crRNA0515:581-603,530.325667156596,619.179138826281,913.465333342259,877.513606095232,345.269341588115,455.544210974411
crRNA0516:582-604,530.812667145791,560.324420521698,604.875843376993,546.666893981433,545.56312829621,584.255786020758
crRNA0517:583-605,544.42600123791,568.370868630227,670.623437991689,549.484287398852,607.698175833368,536.802719620994
crRNA0518:584-606,558.54956015035,489.428721522586,1231.54822265821,1369.95433243126,261.080090465483,225.480058241935
crRNA0519:585-607,381.963615491856,434.050695924789,827.312315097714,775.512305746669,190.690895611171,175.563973805683
crRNA0520:586-608,248.375078907563,237.472861352913,415.709656934824,471.038388140369,165.673798968726,171.198657694119
crRNA0521:587-609,440.318923120084,425.418704108212,1336.70390846057,1330.5528194181,175.997791718136,175.375061842141
crRNA0522:588-610,428.751020474357,417.148982007247,1489.48703695127,1593.25194034796,133.169115900696,160.729900661249
crRNA0523:589-611,365.060319055938,382.785056724582,985.573880610711,1084.49919536431,157.057052670982,172.747934598596
crRNA0524:590-612,293.408242122343,316.202586382021,870.244926182065,727.001611824964,166.59803217992,183.586611860154
crRNA0525:591-613,298.14075843389,306.91534027783,466.168007068725,457.869024409875,150.168698299518,219.329281263216
crRNA0526:592-614,151.643969826549,116.252245194207,241.364879965276,241.310105159196,75.8432390192451,88.1043594336605
crRNA0527:594-616,56.7825096839779,46.5725381680483,45.862731740799,49.912913589387,23.3834148177301,52.4880483233142
crRNA0528:595-617,72.5431355563677,50.0973541235213,65.8925545046443,93.3673827402779,47.2285417763134,42.4625446549275
crRNA0529:596-618,112.82246737163,109.579105443673,106.739119305357,129.487479295691,82.0975477667643,96.7601347542296
crRNA0530:597-619,167.377705175964,158.637965493515,194.70379010289,194.549487426272,128.105189560765,137.224657273346
crRNA0531:598-620,243.155072169158,226.138312094083,470.343963156639,540.927400554727,145.019447232802,150.245804980631
crRNA0532:599-621,304.569997725688,219.229472485119,213.17519548102,272.101051574236,241.294387789455,289.057275845655
crRNA0533:600-622,286.838600498332,234.922918127209,195.25790965512,199.438220534306,216.519149159087,252.564395207106
crRNA0534:601-623,118.6427964169,96.6959585593212,97.7894312881952,151.166760084795,82.178709119998,67.0951799128231
crRNA0535:602-624,390.295881213576,293.83134954376,312.735329971803,455.902893515199,229.826979837236,263.505027588952
crRNA0536:603-625,342.409778095963,287.05494424232,218.584365552794,255.454247545834,252.275810234327,282.642430650767
crRNA0537:604-626,477.219876429927,470.273398884638,512.062964881672,460.381870031842,487.708413510521,502.722912091047
crRNA0538:605-627,268.38793205812,335.38616069385,331.164193995002,328.490256237679,274.075751410875,307.545645384709
crRNA0539:606-628,317.493223536141,338.482289118911,254.699558453411,314.626649796551,294.996930341808,269.639885073977
crRNA0540:607-629,372.746955805877,382.910900608391,292.620670798857,375.126044779708,515.334126357854,311.590011172468
crRNA0541:608-630,470.669336165547,364.539354176752,302.149257134446,448.70317745575,425.99274329831,454.460528201138
crRNA0542:609-631,558.809366813465,468.805129096121,474.973640003808,473.120050950975,501.70345972767,488.204983458073
crRNA0543:610-632,655.507896478388,584.535171699173,487.296220850317,649.866906716269,534.859698207847,639.413575679076
crRNA0544:611-633,435.288289488478,449.270523329231,410.582888762863,397.057097016777,347.767962975929,433.679358933999
crRNA0545:612-634,597.54176133272,632.972737005128,735.737027507575,663.696828816273,460.46457033607,523.191483422711
crRNA0546:613-635,524.107959130389,636.9659914498,868.450007596918,888.392033980144,408.760308876052,347.815367023371
crRNA0547:614-636,556.484861851048,470.37845881876,793.154960030056,772.553752125332,347.045917078732,355.441390086944
crRNA0548:615-637,663.051774261929,678.837016424429,1669.23860121717,2033.19834928491,274.957787362383,258.71834905473
crRNA0549:616-638,561.4031111515,507.675637736791,1431.10603563753,1596.60883962211,189.824008692135,200.289484725125
crRNA0550:618-640,564.665633320229,464.354542376182,1143.03129566037,1351.79418158002,208.667396354069,238.138351940756
crRNA0551:619-641,631.554914108476,616.727606605187,1507.93189169029,1581.06844352424,322.698368353591,281.680743813963
crRNA0552:620-642,585.786694997243,559.929301736913,1358.28481976871,1580.70570253758,241.133262489226,243.880755680117
crRNA0553:621-643,693.139544983013,758.904163181778,1567.12140475314,1613.60275805629,313.715985842514,284.242526041255
crRNA0554:622-644,662.910123279471,660.309209756804,827.733193413723,723.878010790719,582.152858913675,520.413293319345
crRNA0555:623-645,658.354346487858,626.18765419087,826.386635236886,879.88667603871,527.350677763911,498.720705537769
crRNA0556:625-647,580.738050116878,525.232776267044,540.984025176329,634.559500480643,506.64645175329,452.115912623038
crRNA0557:626-648,844.674857075321,842.212351031431,1025.39540851521,1138.12245947538,680.88649956693,712.362791198431
crRNA0558:627-649,490.869051877753,575.90303825709,866.76677101576,930.292908974713,451.700908178815,373.466353699682
crRNA0559:628-650,589.257130650064,663.209150267348,795.428245809463,703.47913052771,517.287791835941,534.859533861702
crRNA0560:629-651,533.461513918093,514.467507366559,482.044727286728,577.458600865122,473.536489995083,458.617129023582
crRNA0561:630-652,677.526595638136,790.167160218867,813.062112696321,796.683186103919,689.842628631993,707.195685295206
crRNA0562:631-653,663.546234244868,659.844657999521,650.565089313476,621.072021124732,575.923503587748,553.795320205635
crRNA0563:632-654,836.003935931776,858.123494803827,818.041102107622,1007.89162482379,801.983673214357,858.563224237751
crRNA0564:633-655,827.268853010864,773.391061399231,783.640717158862,826.343035008486,941.562658735245,813.4659879846
crRNA0565:634-656,763.419720543631,759.710862783013,717.057354139831,776.603827414453,731.332189608753,733.316794620686
crRNA0566:635-657,411.020715318553,444.475559265047,405.713186985444,478.764552508907,423.354832432654,449.634267313473
crRNA0567:636-658,529.479546368837,496.532683222845,969.571293628837,1023.35117537151,368.813114568228,339.954434059171
crRNA0568:637-659,532.801421047316,581.008435081012,890.553843606771,931.978059474065,507.03093962305,432.229343795894
crRNA0569:638-660,795.548108970457,779.873472697113,1437.33747485254,1488.23507259448,450.425475423082,394.515626329273
crRNA0570:639-661,527.814834402542,593.566468782946,1287.32423397812,1242.6320603715,262.560938596047,255.608524155115
crRNA0571:640-662,736.995428020416,726.646647897994,1114.71802836764,928.372965073806,661.080579462551,605.07076876145
crRNA0572:641-663,500.333993983207,516.813047336998,914.064145851135,1069.27820297753,288.725467444638,285.82372371019
crRNA0573:642-664,557.819676090989,601.210029523923,807.329263259025,837.706605193657,465.849271282112,487.305783509925
crRNA0574:643-665,623.346056854646,683.805093236177,724.835542734334,802.135167177092,645.960372187189,541.010374165139
crRNA0575:644-666,485.390785887139,497.615005995509,533.396111915566,554.035482516778,475.960694948779,502.535427162518
crRNA0576:645-667,555.310761129569,530.089317267565,593.387253053626,513.272969806394,664.374747005638,521.766569502277
crRNA0577:646-668,405.884225149778,472.719435253026,465.57612471409,363.646282733294,380.953165601668,401.939200620169
crRNA0578:647-669,591.342230427484,556.593674608429,514.557538123023,668.483817847684,605.277297914663,640.275092657484
crRNA0579:648-670,482.064535388543,418.458168525821,628.759783029557,710.206882184779,248.01382188018,359.528978193529
crRNA0580:649-671,431.222360736812,461.407398243366,796.570418265298,785.33621629814,324.910139341405,277.440275021699
crRNA0581:650-672,541.314059596068,606.405777626725,685.421946859093,649.591578353969,569.240508198263,534.604904767479
crRNA0582:651-673,525.117087341756,542.116578586049,505.996477382358,513.938178380821,590.134347527428,546.093331400338
crRNA0583:652-674,607.159487795175,599.983669794145,613.959161001492,645.691034943358,651.407532790087,616.897202986758
crRNA0584:653-675,399.79970246395,342.195009286131,397.634835364946,344.839869207104,393.195852501984,384.780884608368
crRNA0585:654-676,320.166994078183,286.786656053491,332.825859225848,317.464685578805,288.401029827663,310.760521859508
crRNA0586:655-677,334.110971079661,410.092128245914,334.139148206964,359.875534882301,431.316837289093,378.778872786534
crRNA0587:656-678,465.212187439629,423.241108719825,396.632287986592,391.553329423392,446.253816434089,416.65136536415
crRNA0588:657-679,606.956146223048,504.396445945831,653.105827261673,631.043069101816,555.444714471872,556.327157096517
crRNA0589:658-680,599.652913123114,530.033482673317,445.633340364257,664.332677107363,596.222545441173,555.306399058288
crRNA0590:659-681,457.923665646975,525.864299880979,440.242549975567,397.472975709848,475.851032894373,495.791897911434
crRNA0591:660-682,460.011468898564,460.640482364693,476.54695256466,654.700472198849,378.026171052396,357.972541643172
crRNA0592:661-683,468.97553106903,425.533526249202,441.800254259954,463.30060872749,401.305367706662,427.762881321612
crRNA0593:682-704,258.343178985413,277.432244191396,242.780600400977,227.636111367565,201.697799430715,224.963443270961
crRNA0594:683-705,238.492710713964,270.649645746083,377.725092571059,371.798336853457,217.468365952733,228.476473275149
crRNA0595:684-706,265.175704738993,264.606333475991,589.773491952721,618.058427290241,137.236105867521,160.659558676813
crRNA0596:685-707,150.420816458696,157.489932273283,239.783720071607,258.443833368892,140.581392972001,137.61203148662
crRNA0597:706-728,614.758403088752,650.97255883602,1157.40722369315,1089.20650616165,409.303608615809,384.154890507224
crRNA0598:707-729,662.381633982187,688.789036572397,1504.00442419646,1715.76573576278,338.888504090778,284.160755165916
crRNA0599:708-730,514.06737387791,527.888867196317,1341.45957398576,1458.63824696689,233.794613581981,213.928544565125
crRNA0600:709-731,549.080409396804,586.772163251738,1189.74831206071,1206.7258861795,274.958638000474,251.289423109413
crRNA0601:710-732,672.417535822847,664.836899276282,994.819161787036,986.049563556501,506.479408266851,510.514315677149
crRNA0602:712-734,347.167266383371,318.428674696497,471.185435540135,558.12858024351,176.166587952424,214.625369239119
crRNA0603:713-735,333.621400141539,309.502044485541,388.445638725589,407.18133961908,247.671994368551,269.85712350848
crRNA0604:735-757,417.31314910546,331.626548113091,377.528429820471,371.466394974815,334.208848382469,403.235442848413
crRNA0605:736-758,296.885031381167,307.549285986692,384.900607645184,309.907181176168,288.43785597593,362.790363692238
crRNA0606:737-759,587.672859464019,549.175609424188,484.770136585714,526.033621817347,516.617634949173,599.119499450242
crRNA0607:738-760,731.948579366545,769.097141301595,802.003730250548,647.786590084453,642.635221723666,658.163886348051
crRNA0608:739-761,443.865146169974,472.998484027146,543.808798224041,482.004735671117,404.800942305971,417.585034442556
crRNA0609:740-762,523.146180369008,549.980643140783,1035.78441903596,1008.12855579538,441.424577220142,429.153623051866
crRNA0610:741-763,533.377018610903,488.062863791317,978.569700122058,983.736061402432,322.568627811777,269.418283216372
crRNA0611:742-764,558.850680455542,649.028895907971,2039.66278088332,2215.42186918302,256.904053187565,262.563329137614
crRNA0612:743-765,373.251980163385,401.570926424282,1062.95577567817,1057.74695208102,196.491435475906,226.094699596918
crRNA0613:744-766,406.873957970935,369.390731387694,520.810426396248,577.923138330568,307.306185668729,381.402880983637
crRNA0614:746-768,384.11372768144,556.742298972845,833.924693355345,654.078101240195,457.52531514601,358.56269929771
crRNA0615:747-769,384.197743655043,347.836720593527,409.291048727149,359.740301017709,317.511999138997,322.628460418566
crRNA0616:748-770,364.902860703207,277.26423367669,432.342901090917,402.282544924431,192.343684315348,269.146554484816
crRNA0617:749-771,320.199755986006,320.874533946214,472.034989675978,468.7942804984,237.608177520948,190.231143691857
crRNA0618:750-772,253.40495092403,259.630592578763,338.573875185285,395.316922882061,166.678078234943,138.721797255306
crRNA0619:751-773,256.253604359434,234.483599035161,241.844952590498,276.215771416691,155.678421083003,191.247233699014
crRNA0620:752-774,317.39827444104,374.563820849865,684.430060661941,767.8376639544,143.382466272793,123.279195188453
crRNA0621:753-775,317.542198032091,310.409401203148,680.020154521905,841.078664784416,117.230369039345,141.764553765027
crRNA0622:754-776,386.947716826831,379.07610628546,694.81308989184,630.660863065917,163.829925865333,190.286030905573
crRNA0623:755-777,479.223705771048,492.446325028859,1130.57535480655,1175.93892531793,227.283873048578,190.356979009171
crRNA0624:756-778,585.318053223249,665.745336578654,1005.32509261453,1098.12742605575,450.555142635612,406.097666801113
crRNA0625:757-779,625.848737555608,713.574289764336,957.19925101826,981.41935220105,440.509638798954,371.742994772253
crRNA0626:758-780,714.245855063418,630.760510914991,824.566719943944,820.837930582507,575.759805156968,634.622028442227
crRNA0627:759-781,565.677422866224,560.667611097394,606.669536871592,680.244958679958,471.11602647887,535.309944448694
crRNA0628:760-782,600.021206046072,582.345654781621,736.439387299909,655.653873251668,437.706319962422,403.317299790812
crRNA0629:761-783,571.247131497476,602.282246084036,498.611664181577,574.189806025258,597.600059939678,629.274526616304
crRNA0630:762-784,550.058480023683,568.324331325941,487.979559383952,537.619622930259,648.257162546929,675.031681105372
crRNA0631:763-785,575.916681868766,600.326687950807,717.553776299198,712.367918868676,487.002469994125,628.14597146231
crRNA0632:764-786,557.192130708608,485.864555291513,426.531458370097,522.015064278307,475.468798472742,497.00701607373
crRNA0633:765-787,627.36101729472,615.935838554371,1446.41653985591,1402.90712684081,380.983260213621,321.593096069065
crRNA0634:766-788,615.785283958177,667.22259903096,1796.58071236636,1801.49781408129,305.847897301804,241.504956539149
crRNA0635:767-789,887.104102786029,883.664978203996,836.77553577563,932.794968228962,852.484307447275,837.549607919306
crRNA0636:768-790,679.960946084518,637.728309781497,821.121398672557,857.623418372086,542.74490126375,526.841336138948
crRNA0637:769-791,763.301027414502,937.85188533971,1790.70164367805,1798.56704066443,493.722495892963,440.940954673632
crRNA0638:770-792,868.963092144965,881.773532644751,1983.73571364449,2442.48450575535,356.141264127281,396.490239200172
crRNA0639:771-793,969.594694850472,1035.9107245643,1451.59670622069,1502.19621139381,884.531418028587,766.145602500024
crRNA0640:772-794,666.520989400659,682.894123332318,1224.60458579508,1175.43306154137,506.211184376237,443.287662135069
crRNA0641:773-795,919.149272298877,968.410121731768,1328.02547409144,1164.41664399323,726.633679829973,557.670042089439
crRNA0642:774-796,1064.83457935281,1176.41973747514,1259.67031018563,1190.10459319213,1071.60421487002,976.168532069755
crRNA0643:775-797,823.761298514745,874.02420432757,891.905110213094,979.261273579158,1024.86805641605,1007.36065080151
crRNA0644:776-798,700.875253466,764.837409371146,896.285183539504,890.716646276878,657.381750153897,627.469424245711
crRNA0645:777-799,968.230658899288,1032.99812828634,1195.09554573888,1344.85679984137,907.978434913034,837.351942060033
crRNA0646:778-800,662.166977911889,680.230790512486,869.290560402682,807.002807497932,617.449924868372,560.420971564384
crRNA0647:779-801,689.390234047458,759.783043181595,989.922428634542,1142.34258377469,452.183854998426,476.587038863188
crRNA0648:780-802,821.319515315816,879.20853986139,2375.46427206584,2325.20221671174,442.306461498395,452.504907186677
crRNA0649:781-803,711.67659861003,747.487672318478,1914.78552179341,1999.13110302745,347.370408629959,306.809687929972
crRNA0650:782-804,439.5083813685,449.079770803443,471.568008840905,558.483169511417,332.936620540348,368.849092254606
crRNA0651:783-805,542.733245683408,501.381163629766,668.192700380106,733.155056588848,334.767385700902,443.721073761748
crRNA0652:784-806,435.040833406827,510.272076020682,879.046792678534,890.448018113833,233.302310212017,225.207706431963
crRNA0653:785-807,445.071433620997,475.275122174576,1304.63299366727,1718.22118914741,133.288247949293,84.6596992046969
crRNA0654:786-808,457.276538453795,470.903508808707,1365.85110117541,1760.92605098151,115.698878238534,125.329493693579
crRNA0655:787-809,519.982449481261,537.53838049093,1426.60471760107,1762.18695435758,138.188164616794,124.83805783881
crRNA0656:788-810,650.996101496884,588.089137158843,1566.46959532638,1768.38862855929,207.171210288079,224.197681307259
crRNA0657:789-811,538.518211632059,488.126376938577,1558.88102069377,1773.48528959539,185.119111661961,184.905021485094
crRNA0658:790-812,581.73665656428,480.039760010231,1446.48342531704,1361.10549155938,217.89348167144,343.51206644712
crRNA0659:791-813,540.439148451282,579.111040494506,855.222138243386,920.849151989421,500.088726353919,333.410582984848
