R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA0627:914-936,372.68410061204,267.495769006465,387.471698660608,558.468800060911,530.08620026446,469.184134780352,205.747435402999,238.303823701825,215.893465814977
crRNA0628:935-957,553.486684585983,745.20911768337,564.646600747626,1418.8781427426,1030.92937152235,1362.6866461153,524.63681166461,405.868365979776,349.730227390745
crRNA0629:936-958,490.406295351532,749.058895160718,561.255475770229,1095.58054500072,623.716843339489,763.990629867315,590.661479469589,417.759549823903,390.454936886719
crRNA0630:938-960,514.823040735636,795.788124647314,540.535679395642,2617.29029925637,2733.65430187431,2646.19532136702,387.478362561015,287.85332055864,174.407073426287
crRNA0631:939-961,559.822429398229,826.910301017414,632.476305452572,3823.43743980494,5064.66533474371,4176.4352145015,284.941815028976,134.87375346957,95.6050725690973
crRNA0632:940-962,540.750020111673,769.393332378996,626.017764639632,4510.38518958777,4861.94056272991,4491.1954501818,201.729593370667,118.92873695917,63.8415874112273
crRNA0633:941-963,579.703228321467,750.04498539743,702.758894412369,4821.87201703231,4782.78504354164,4487.51947405983,323.942486274041,274.102825012302,141.893792121185
crRNA0634:942-964,574.007109277986,632.634616092313,664.110573801275,4247.73409553787,4633.07976722276,4711.87398936749,252.068965011948,130.375886630513,60.2106390766586
crRNA0635:943-965,670.457175956258,814.352140354772,718.295492057602,5369.81055101244,5911.58698670457,5404.25567588653,335.068181583714,220.522496341255,127.867378226855
crRNA0636:944-966,576.585445560399,555.736557651719,541.037888107987,2775.10418609692,3330.00979238861,3311.7504580851,216.727163593393,180.763418589013,89.7494056745856
crRNA0637:945-967,926.004402921628,1140.28668092924,616.648401053064,2632.09025233019,3608.89514252347,3200.08796968927,318.469639998107,272.817260696885,216.070022879031
crRNA0638:946-968,553.888226827795,700.580841765943,557.9166543613,3642.44771202916,3734.50201989902,3906.78604162905,261.806581895178,227.614327305679,104.509495259706
crRNA0639:947-969,563.637866679933,580.021082314067,617.463601687048,3469.86949393738,4086.73626070594,3195.00672208149,298.292886448986,257.050753473103,134.126152341472
crRNA0640:948-970,455.282210074792,705.94147130571,440.797268349423,2455.61610571164,2701.81217525667,2216.4338343474,347.632112277423,158.643112390988,124.496802590415
crRNA0641:950-972,564.85291242541,620.201466428218,535.303318324971,2326.80056891156,2083.73480348759,2041.74413703367,316.462616267815,268.47078464945,169.955513692295
crRNA0642:951-973,507.377514666175,512.684808038053,436.197303420908,347.15444053108,553.765935421863,475.098383278051,548.350114601834,451.495892009183,528.842485262272
crRNA0643:953-975,468.234939452719,566.784744364658,405.891196675805,532.049554929608,528.288308573228,575.70497446382,430.02788384249,375.009379140859,372.748383722886
crRNA0644:954-976,435.385916387647,370.252730529908,381.039164210132,621.73023060783,473.651739247673,617.258418953725,437.475356869168,399.517580851102,387.010942884447
crRNA0645:955-977,647.850964644158,729.384271803986,646.906208140129,725.694627222345,748.361109796379,621.26438329301,645.658318620759,663.320082462798,655.181027533573
crRNA0646:956-978,534.740311075136,546.079220951161,533.874231687753,388.312232837452,648.855161573984,841.45768798543,620.625849016028,405.9731078033,347.576265135875
crRNA0647:957-979,398.242044289362,393.000430846267,406.615003281335,283.82897380554,412.560212073169,359.242799792765,390.15245096124,314.585351326376,312.278139819605
crRNA0648:960-982,729.412388021776,943.025682294892,734.482291761792,5392.00243321931,5586.79495140202,5111.47734568639,316.139534607496,256.123856927328,136.659071485337
crRNA0649:961-983,601.186133854173,1209.68035957505,692.59199945622,5459.8818000402,4337.04333007476,4955.45581836946,285.867739725699,179.31690541193,110.91072800091
crRNA0650:962-984,515.61644495266,576.1404951017,510.956087972558,3139.60103661635,3277.86996877321,3840.76417651756,94.1507061458522,90.2645415772605,43.3356594979595
crRNA0651:963-985,476.786572519539,514.25431621449,555.91664221417,2592.79915301747,3618.81392766092,2879.5006304475,178.231161387432,143.187541687216,54.5738355772653
crRNA0652:964-986,748.537264064499,807.017600742062,758.53820754726,4575.32855059016,5591.63631855093,4860.42180172688,384.648099955306,249.273174759023,128.490335566271
crRNA0653:965-987,631.003887131219,1319.19775087522,682.732188889072,3547.48583172025,3697.71457123843,3413.18331704418,352.654613582959,219.39246953604,164.786216029065
crRNA0654:966-988,565.945121418645,712.106090268649,640.416802067399,2198.4644891445,1189.14381034291,1443.35354261686,556.568793878369,385.880452344039,326.865676187646
crRNA0655:968-990,540.029022686211,661.675939566768,592.402056329645,1259.62182520027,1122.13726444047,891.355132439931,491.352512587502,385.695436630355,411.410279442507
crRNA0656:990-1012,386.247407505049,313.893218273582,351.171826440499,258.016213455692,413.557206124813,372.918455338162,318.816668611507,297.670441770776,277.412207385467
crRNA0657:992-1014,533.352009294586,572.266339148288,499.411800960352,615.982746732485,556.717565845726,560.066701654205,482.322149732411,628.877438590988,581.94127440731
crRNA0658:993-1015,574.18880946558,473.2977916326,594.772375031926,504.271959405654,576.290448753483,531.512422632906,523.253573714195,642.778585544761,647.927821060094
crRNA0659:996-1018,541.519734750862,578.346233594533,508.932731636782,422.655169790874,507.99216859417,389.153325032747,571.451670524849,556.205790448371,665.126207941675
crRNA0661:998-1020,505.263015625451,498.692025493329,466.502734951351,336.703475556101,535.555836382883,448.192715436593,557.886560685975,559.879082439994,585.135274980931
crRNA0662:999-1021,529.869524445111,608.406201226118,587.172305375738,565.539245682427,466.210586231934,485.389752461327,563.904835311388,507.326449617519,551.080557008098
crRNA0663:1002-1024,623.420639871221,696.372376008376,623.104900437901,659.053864840061,704.670604679283,716.507409114398,783.546817323982,619.526516995699,537.838622790095
crRNA0664:1003-1025,495.956722158221,551.528773037078,553.195919597133,556.662046692896,286.857408403325,501.740052253365,469.562848176695,572.208119962969,481.478674569113
crRNA0665:1004-1026,451.274482191828,516.07167947822,476.20609947182,256.369265099439,383.151589318684,351.601805194041,544.006721584542,490.96674713205,523.238481323996
crRNA0666:1006-1028,529.964391559538,629.785628284571,474.752724109748,255.417089793268,215.27748240917,470.910741804413,598.591981228543,565.636816428488,534.588429990612
crRNA0667:1007-1029,425.267179645338,358.639231748997,396.006651728254,296.728904033855,413.715410464155,444.874773288888,442.781447600646,370.302903464584,405.986304633835
crRNA0668:1008-1030,328.083647742017,210.5016539654,298.650330731762,135.72438933869,380.964049285452,294.97685416692,413.347581780775,392.727263759338,355.280461368852
crRNA0669:1009-1031,487.476671721179,593.848565990614,487.557373576726,234.555450562613,550.975709906901,485.216713397692,574.472975841059,409.382223594088,420.954343935477
crRNA0670:1010-1032,489.429928325075,595.170750565121,462.338003005111,475.893566108395,568.210385508375,787.712343259165,414.724576177922,288.675485432238,324.21049285788
crRNA0671:1011-1033,440.240717181099,488.166071153644,487.171081013026,1383.32433726217,973.002325351093,1190.55917840596,284.018670347094,223.156960853545,199.037163161237
crRNA0672:1012-1034,999.27280943955,940.342731382626,915.170847486317,1934.25475795382,1627.27525054803,2073.25732629952,657.542071454524,658.395369319547,638.176871639664
crRNA0673:1033-1055,538.289844703661,681.987691346835,531.271835075595,503.490890723329,519.485486275875,537.283491132171,733.376081383276,496.32750253289,630.461542595701
crRNA0674:1034-1056,427.98867230719,524.497234979871,472.849704439687,473.454822275733,465.004634724539,563.87249703687,511.369200823991,414.692830721646,381.976197276731
crRNA0675:1035-1057,560.209481823106,660.148335848335,574.155631009785,863.917875558014,804.660877286118,734.87796892845,538.211578610754,421.283016534805,437.87536788413
crRNA0676:1036-1058,1295.08023843432,1541.98413655606,1310.18219839904,1600.44134598523,1812.88196510697,1897.90448697604,1402.91317363911,1006.81185184473,924.968048220127
crRNA0677:1037-1059,655.065807000815,1103.91149451792,738.475099830183,2363.01409202994,1742.67451930825,2629.02457304241,493.112269874999,354.184932388449,238.911043778908
crRNA0678:1039-1061,419.566111768467,618.072812282189,475.456698075426,1610.99089531591,1376.94672683815,1766.68824376549,292.586624957243,205.064098422734,124.231406971054
crRNA0679:1040-1062,569.061847149631,837.373954978066,727.590564692502,2628.80468699603,2376.33747280608,3029.22004289199,521.527720615349,311.751066092532,174.683256400136
crRNA0680:1041-1063,454.008675149103,717.085017093176,524.085875661259,651.473458558364,442.907575182098,768.445790009297,583.762764565792,396.147046740817,353.952543000657
crRNA0681:1042-1064,533.9009115274,892.409221192797,630.536877569571,1063.5460137664,579.65015239302,941.879300786512,758.985510209797,538.050969530069,414.714186710424
crRNA0683:1046-1068,516.050670834327,709.147814956317,432.684485626598,348.819399401962,385.604814972455,733.580402366028,718.293174789121,468.149337123857,384.1105731599
crRNA0684:1048-1070,503.110451407059,860.338002226787,577.698802702082,818.938107681326,714.028259515044,813.864874544191,693.974836080513,372.739127689854,486.085429309366
crRNA0685:1049-1071,648.720285074337,971.593885108796,762.558426629194,1139.74931473278,591.90883314857,690.344851084966,985.844226017131,693.303491269299,755.378535792954
crRNA0686:1050-1072,643.231410789641,856.639552003399,732.374516420961,697.768038586399,437.377016381014,518.158274296756,979.945471974399,712.228106099348,821.871414797724
crRNA0687:1051-1073,529.162852126285,610.778967263787,493.736439003289,726.791366811731,375.15742458028,617.395895505233,625.134034691744,612.062002449706,511.60827652616
crRNA0688:1053-1075,744.921208075314,988.331618235997,715.532634355952,1559.61931768168,969.955333141981,1208.74355787509,651.702748523539,650.808144218333,524.657856760075
crRNA0689:1054-1076,474.093501786341,528.746076891548,437.599212473084,745.507534524921,591.390401442013,878.180162006147,407.266339089684,421.975089952994,383.047132518015
crRNA0690:1055-1077,594.574946151239,821.504669855992,672.961939063302,1016.92585966721,1002.96556185348,1071.37407091462,664.812363410104,496.846379577619,415.368321818052
crRNA0691:1056-1078,587.203608318419,533.449160561648,613.602228075527,872.946875832727,583.759109392269,651.258733289673,700.339992806088,607.336790566548,674.491285349258
crRNA0692:1057-1079,1099.1357901546,1437.3497615768,1130.8814899267,1363.81088195486,931.195953624021,1015.23654292644,1670.0466891232,1319.43057283259,1296.68646414154
crRNA0693:1058-1080,643.231759127666,616.00033822835,558.353240962,553.933044822373,779.848830643962,682.015832443856,729.815845842622,584.079476148603,611.301907047024
crRNA0694:1059-1081,516.08751880004,705.7551962717,469.408843594504,730.099077040439,888.536521116942,750.136705060775,601.710456834643,509.365860467394,468.837713322445
crRNA0695:1060-1082,562.474369082715,588.394652302885,569.088792897224,850.22650994412,1270.39167190474,1163.00203654877,285.378777681405,282.908742297173,244.614783499694
crRNA0696:1061-1083,472.368078711305,482.504824760545,457.557759684106,916.249174875521,743.858722146636,661.795895943541,472.635840722078,442.780924035628,429.087155618043
crRNA0697:1062-1084,644.316623264548,655.533192873144,650.156677618526,991.730745897409,613.595997005745,730.120575523339,601.711719330581,600.174829402766,559.568847643323
crRNA0698:1064-1086,745.393493556175,780.465979267644,669.238496407473,667.797611571031,840.75796285627,698.446913619997,1007.2815705181,812.934315210148,821.369147186855
crRNA0699:1065-1087,895.784569207842,902.912827305043,880.447472352823,991.015473457303,940.150601495979,1182.95186506105,815.50245825758,711.858487059345,630.803123309026
crRNA0700:1066-1088,593.732224929749,675.912740344602,571.029171785171,909.292419441429,787.211390026941,947.446863225163,553.342397590205,453.43037315076,458.734368716277
crRNA0701:1067-1089,564.240888706295,642.35762186615,561.385728202942,525.149886596561,358.889016617053,700.297284400629,637.776990500384,559.768368253478,494.79996560403
crRNA0702:1069-1091,308.773396984686,295.9826169526,306.277266720375,117.727613730851,255.239070215221,223.616242992943,295.835049975162,306.483836401191,325.784499903658
crRNA0703:1070-1092,399.471924602245,355.523204656496,450.637108361501,434.827165471611,662.487264382282,771.611846439991,263.596864939841,255.122998323017,186.654133846503
crRNA0705:1072-1094,172.449867536156,143.88581128373,143.66546293826,309.593906389383,213.803726181811,423.380795878252,100.882952974303,110.546611846757,81.3066951110899
crRNA0706:1073-1095,270.905911240137,215.073703299023,278.018788567583,615.831588559013,735.809748982315,1042.13206956285,98.3511306359037,88.7882057461185,49.7556852992057
crRNA0707:1075-1097,221.350377252995,121.182146637557,176.977061120056,167.989299228132,190.266055488118,293.21389881854,69.1745119171592,116.470528169732,100.598347144481
crRNA0708:1076-1098,242.954813373982,172.616569589477,278.042192501554,196.963676726542,94.6174226750176,163.986791795711,155.21212587682,218.612128234553,210.292545774934
crRNA0709:1077-1099,313.569846454081,227.559090134962,262.401317998322,185.191418530683,320.170503510296,398.747707817175,176.478194446567,208.627880014599,188.170810175196
crRNA0710:1078-1100,513.522691994654,349.705193135648,496.647526629251,289.652070540978,491.372066604509,567.345021453026,311.77889769443,432.104467594356,366.769942855567
crRNA0711:1079-1101,341.588460072907,232.144956888983,265.995206544797,319.091223307664,389.932349186391,620.83232316057,141.478935164975,183.844886728405,152.807839405545
crRNA0712:1081-1103,314.978287889598,242.046959610378,259.203349265367,529.544372103924,600.899941790783,942.011607553151,123.878180867715,151.990151307888,114.604076795005
crRNA0713:1082-1104,485.472302379947,479.901155211845,490.541544069694,735.218813293226,620.763341044157,1191.5104859516,253.725706552982,250.515639089195,189.522813340905
crRNA0714:1083-1105,467.487825840094,399.24802293628,463.478691635782,471.394783101511,303.370054842212,383.705344283938,337.872767842241,493.082619067302,497.008724641624
crRNA0715:1084-1106,437.829160545151,333.257163142709,423.857797412757,322.954653565349,351.360858020943,290.131135891526,328.015928404135,448.624524288253,545.463249368955
crRNA0716:1085-1107,381.639669352943,266.690802214615,310.88677154156,142.239056792768,210.243434564682,269.353749271564,281.824819011741,414.773522763866,379.568486759396
crRNA0717:1086-1108,250.005904270694,174.157388360965,244.036608444422,262.570303745798,231.017659990163,167.260609318889,168.979505250475,277.368094464421,295.34398597388
crRNA0718:1087-1109,271.965537566929,139.230579620875,269.284507157998,165.235890876581,175.675915880844,162.57015274879,182.90971893107,258.844788718439,278.324755463065
crRNA0719:1088-1110,232.907444885036,217.62664632807,268.778787964113,230.151080991374,317.543018868153,200.947897297104,220.987242665481,248.059947814074,333.099476907181
crRNA0720:1089-1111,214.104421815439,186.372178847015,219.097016244373,221.040064804462,182.87310343312,151.889244732706,154.028589935102,254.739310003943,298.181704888696
crRNA0721:1090-1112,319.00594342957,188.19157018759,355.822806698099,314.452434229085,336.315015089596,259.860694321371,249.055588384161,345.722556673272,329.221984883459
crRNA0722:1092-1114,334.686481251979,270.078735967438,357.688823996537,406.841340642875,218.810894685515,308.431871141952,273.987385248738,349.446570356947,359.672807379805
crRNA0723:1093-1115,394.738929918264,291.968944033943,360.941729580477,117.187860368482,408.064280350474,353.6394385807,391.678161812876,381.717337401517,319.318141642846
crRNA0724:1094-1116,393.235920893431,317.289416650857,281.254763894277,297.607485127675,581.139127507554,403.333740923829,308.000621468284,323.416823085898,348.137957550268
crRNA0725:1095-1117,396.375835655631,329.444140244021,332.126939932679,1969.69403428046,673.352432209564,1455.27881881657,232.837490630539,288.247651302981,181.21788138204
crRNA0726:1096-1118,443.675357657427,415.932866615412,430.187931048651,614.443678726817,616.479258241439,787.16619886809,330.894072504527,306.086687034739,303.855014300429
crRNA0727:1098-1120,551.544344531529,626.663127808341,606.80227414855,466.1596566272,610.902481424296,608.733549341716,621.387973253821,460.103403851645,497.693268149047
crRNA0728:1099-1121,1184.2837117228,1080.57266199428,1148.73560111834,2181.10899002566,2035.12352392673,2259.42561878622,963.77370355787,763.100144970663,688.150748034027
crRNA0729:1100-1122,486.047416645749,441.107522460485,420.878199878331,384.483098696677,611.403161218015,657.189673583612,381.555121862199,363.048621238063,326.395685933261
crRNA0730:1101-1123,358.00972271556,325.735053698837,334.746961426564,276.387167931879,340.428527239286,315.389063278512,431.292707555427,385.038924816348,456.271045432853
crRNA0731:1102-1124,392.858448268403,396.46831924004,424.972114570668,414.100603074492,537.842743291431,358.083219301056,454.016301593577,409.809613646446,508.739121574978
crRNA0732:1103-1125,290.745982474102,216.441854542089,262.777823711168,252.348162255582,272.927917695685,208.89255728714,188.840955532712,254.222796559082,286.880184602282
crRNA0733:1104-1126,384.749740178873,416.796851457488,451.255232132076,361.51927489064,216.138191679021,336.55184018318,397.79668118824,443.615738423946,388.203271908156
crRNA0734:1106-1128,367.859775969665,323.479556188453,300.780083143553,534.04691046667,328.223511056433,588.883850567327,237.089305164957,291.254956129564,253.42921890122
crRNA0735:1107-1129,311.646288006786,226.080545651342,322.150562964099,553.91175264011,317.790807739604,534.72857766243,195.986610119842,314.051164932941,222.763276861753
crRNA0736:1108-1130,249.750149973588,168.080281444599,250.233060067941,158.212306724441,137.61411740999,196.129596908621,166.727087914536,232.560140516638,211.975058481401
crRNA0737:1109-1131,426.246393839451,385.095871638813,337.516785807269,257.692696243725,324.269189998683,463.845222893521,299.316777940396,384.653506042635,369.728668714671
crRNA0738:1110-1132,416.474440619627,358.355999751229,350.214012955102,724.533227043012,718.818441740072,1236.29468960824,143.786899551084,182.198832541074,122.70768723996
crRNA0739:1111-1133,371.053402018027,434.145048706685,328.782472080296,474.505176924027,531.318085913161,911.99509745147,181.906176915953,196.977498650262,167.695759106718
crRNA0740:1112-1134,524.330167364838,916.746288527908,532.164156263096,1391.33613683045,1406.86175440109,2316.89247501732,180.072572206606,164.375182628052,77.5996016526569
crRNA0741:1113-1135,482.889064207612,507.345176585,517.64967254809,1337.55702892913,1298.23437888706,1437.66140034245,307.94055624707,309.327705700327,192.651219181392
crRNA0742:1116-1138,588.765195044801,537.966140342046,630.301342563494,1314.15018033725,1435.01969242105,1685.38343626557,357.573163387774,388.044981674199,214.451571629859
crRNA0743:1117-1139,464.26993714656,306.470457356765,438.837087409978,537.942942214499,696.290573252126,816.003540523579,302.918591561495,296.510113622555,229.169926628479
crRNA0744:1118-1140,685.841696109574,431.970754342341,481.526140175721,1003.56845157803,886.149399181713,1195.03304815829,328.259120138963,572.565168070562,333.773934662146
crRNA0745:1120-1142,605.536218791669,426.402036945872,617.077321163563,1078.58005171242,1084.83358098418,1151.4662011498,416.435681151325,378.285503899451,326.112336093414
crRNA0746:1121-1143,652.818570811501,704.378203793197,699.080085483296,694.734839258647,605.154733991703,813.527518097191,633.414058202256,600.952068318439,576.197895105589
crRNA0747:1123-1145,400.910863738935,374.519754666341,421.176185437596,288.905833446398,421.700375642667,423.37973906561,414.109707144658,422.9616303235,426.632982136167
crRNA0748:1124-1146,564.528639616916,439.928696388229,500.575289063022,475.922411500395,617.433962882901,594.807686676124,403.332766256968,456.283109046692,474.166974336684
crRNA0749:1125-1147,536.068407392677,425.821915232628,519.344210768935,1046.42945485937,1366.96895508802,1649.8851890816,182.950718672942,177.948746441951,143.323157509094
crRNA0750:1126-1148,654.077032758089,733.540043573114,642.542848537075,1293.99309231049,1327.4889287828,1808.38052647432,345.41543583865,334.399484787245,234.985150647225
crRNA0751:1127-1149,519.089170854264,579.602336998896,502.06851188325,360.165160512045,464.900624692001,553.863540744506,490.585126330559,398.701493085244,427.233948417433
crRNA0752:1128-1150,632.104176828844,594.095685166783,588.220218142465,684.918226653417,632.388839718677,811.473932434999,514.483010555897,541.330357979806,551.319389107388
crRNA0753:1129-1151,701.238705123718,443.09336913326,715.263659023446,1029.46199434528,1020.85335674048,1507.11329169224,450.101390334775,491.37482586452,347.25734021443
crRNA0754:1130-1152,574.288414381965,731.113047979157,645.598983714241,786.648967445309,1005.88348978453,1098.39371975199,444.490724811898,396.206941595706,349.31680516766
crRNA0755:1131-1153,551.94090733869,549.575125746172,558.317680713958,1678.31928130086,2541.85959361814,2662.1049281739,350.800267060569,279.163977001615,181.158170767284
crRNA0756:1133-1155,660.856808593977,737.276993901119,701.901740930325,1435.29628351211,1191.89033081877,1803.01936990223,415.437159411955,371.961441895469,253.488774592013
crRNA0757:1134-1156,521.79598541182,359.383729641778,454.075090789334,608.665264331878,729.832985036385,837.978876968708,292.481973456313,345.886366620415,273.604211331872
crRNA0758:1135-1157,590.372142408781,639.395148269633,591.770918280857,1033.79094287007,1006.66761809052,1365.31341731012,392.303685756898,342.054242565367,299.424751701168
crRNA0759:1136-1158,502.322128136591,645.038642667193,528.035882149775,916.338049520311,681.17172691048,927.156368336722,384.432779641321,364.893757119386,301.894685757712
crRNA0760:1137-1159,632.414690421477,849.066043086848,632.54804333598,1270.5084716528,1286.96568912541,1413.98755222361,515.912758272601,385.862364189618,339.178774463364
crRNA0761:1138-1160,1242.31629040704,1379.8364734399,1249.91961538741,2138.43742629313,2319.46670107558,2485.48502299631,1188.51226577663,973.612833614452,814.45700999379
crRNA0762:1139-1161,492.212936892996,517.589708918805,476.764253966325,2653.20658997944,3059.58717344511,2652.11424341597,157.864202331861,141.445526844966,90.9621261682349
crRNA0763:1140-1162,537.043749724442,662.249899344785,580.439553336081,3179.61869260298,4437.47084916734,3787.83408162429,215.146216195837,151.681070910203,81.0146557908857
crRNA0764:1141-1163,670.478880601717,805.693936523786,681.670596052727,3651.45551720704,5093.26063787532,4620.43379701937,229.542391271995,180.128735738889,107.514418187029
crRNA0765:1142-1164,618.495916592111,686.306819337503,615.389326381009,3203.26535575643,3485.24271308969,3547.93250626451,177.685742509413,191.064926105419,71.3833976870508
crRNA0766:1143-1165,512.59717071801,510.515930901429,586.028720218177,2744.69018896882,2586.14859598968,2757.77307859237,218.458456733708,221.072493545482,95.2360353671283
crRNA0767:1144-1166,447.762507668312,657.34119599098,559.488632206756,3246.34585384014,3968.9454074198,3535.42596882073,186.723036358653,130.279602904454,60.0991680780358
crRNA0768:1145-1167,624.152409157679,747.769516403581,626.292920847005,1857.22345402698,2148.9246638026,1989.54497859726,357.417514012333,365.817443942569,172.415426050697
crRNA0769:1146-1168,560.015819158433,912.736402968001,533.546483175743,1904.69303327134,1690.57223168635,1986.80228585574,310.695240777329,251.997134990829,225.749660909216
crRNA0770:1147-1169,652.599923399235,504.94670342712,641.497390457642,2929.60325642446,2741.53500752097,2856.32548388103,321.962689866663,286.375186459663,154.961739007681
crRNA0771:1148-1170,577.451173881131,579.874808412371,684.385853995779,2154.79261233062,2074.01300794643,2276.95859117585,371.581351397079,271.998631640791,168.756057843907
crRNA0772:1149-1171,478.871453204674,418.44169032253,505.134542881048,1338.28789185174,1475.21948661864,1351.63619734376,330.406879424127,294.268203223481,227.494576856283
crRNA0773:1150-1172,496.001516075856,753.065225891493,558.250975798825,2415.15374390956,2952.47776238444,2799.00507970896,307.752423572513,193.110289539618,125.253516464065
crRNA0774:1151-1173,447.636911193125,459.712754809538,440.937527343644,1369.17704660285,1611.91532352989,1878.33216713266,176.797068533866,164.607810083416,106.876625578719
crRNA0775:1154-1176,570.545836412615,575.389438698716,579.871748329364,1075.86624358236,1155.96975428979,1352.37866103093,400.613125369063,394.157440275163,286.553132101201
crRNA0776:1156-1178,560.405194534494,567.745303341156,638.056480102537,705.559473058932,618.190022955597,663.053295781594,683.994069363223,683.585403031961,598.044149486077
crRNA0777:1157-1179,561.871967478383,626.56382236747,667.424020588122,728.149673223092,204.935848352362,581.322401668008,506.593047687378,570.356980124584,528.804001110377
crRNA0778:1158-1180,768.26006983384,765.317627471262,732.844228389482,580.470731039465,564.774462151025,592.49162830648,749.677956771208,765.667666968254,884.019325658912
crRNA0779:1159-1181,465.109609874685,285.039164509694,402.133040616609,147.460342202815,330.906863087417,346.251879586459,371.740891765275,495.798144011413,414.494006261856
crRNA0780:1160-1182,429.077961156416,429.386863555571,387.571552365575,436.326118425296,528.157039386232,501.422046383345,371.465744123521,362.11933220287,355.561683745518
crRNA0781:1162-1184,753.730492966949,844.192537210102,767.528643824907,1735.15963711676,1236.15063787749,1485.45320661277,664.577722482895,500.978559397562,481.474957393532
crRNA0782:1163-1185,598.593887708696,2672.90659970098,573.219438695373,927.544396421763,532.37384807113,745.611538659242,479.716536759207,420.48054491107,416.757143209421
crRNA0783:1164-1186,509.821790298,338.500797530491,535.033165116819,787.822257417788,481.807229911563,759.419519457972,325.50525487872,338.80946761684,362.706098124806
crRNA0784:1165-1187,520.691325384839,634.975770707429,524.363391142981,1156.20299345992,853.046691212296,1066.65529897664,311.892583066775,345.65949023567,324.878213277231
crRNA0785:1166-1188,461.643597135139,378.94641695258,460.168662354133,350.243669861653,465.936054091054,607.472368434684,360.03704502989,337.949449035773,337.454849557083
crRNA0786:1167-1189,551.165820252344,508.723032433753,520.526606637791,507.728744510778,751.29668616049,880.319174057533,469.637171980513,367.865110269649,339.266754779879
crRNA0787:1168-1190,773.298451150653,731.310422943254,731.351811299556,863.839588475228,1562.2243009972,1548.33194751889,580.641206912875,456.224430768727,352.058068845771
crRNA0788:1169-1191,429.675571625385,429.729001318266,424.677700230191,709.918845967745,643.378616060863,639.589360162176,397.971025148005,365.314274386332,315.843961946859
crRNA0789:1171-1193,1107.61631711673,894.320648693827,976.20409944221,712.428229077209,963.043089164987,971.509701388018,1014.27455081018,1114.37622198867,1223.3602979307
crRNA0790:1172-1194,415.450913329554,549.265737167294,411.274562035436,668.374609292472,248.498899212788,623.200777262981,277.091895548658,373.987138409352,268.365020040646
crRNA0791:1173-1195,454.781864029201,379.336956786346,380.038380480924,568.00119246317,703.561106631941,973.936030311354,208.483904539356,265.45282968131,207.195328901827
crRNA0792:1175-1197,503.980798829801,461.729059304301,535.881448951574,720.963847911915,617.887672000245,1188.66474390477,218.698732629603,261.521630060361,163.13686246291
crRNA0793:1176-1198,559.019761861921,440.076999569871,544.256707002473,2188.43135939367,2110.69837173357,2614.40970616142,177.221272123082,172.27852317875,96.5042785838895
crRNA0794:1177-1199,657.278936725418,631.943778676103,628.399113014428,1407.21111983231,1827.19276830955,2152.77405161145,248.476773677047,256.339483038579,171.933019140842
crRNA0795:1178-1200,551.787721988074,556.480007190725,493.660908212961,2094.49692655644,2325.00995684024,2815.25098543187,182.854290049754,143.405976864504,122.854246747675
crRNA0796:1179-1201,549.227813733457,506.452140670878,646.949172372528,1826.30187222328,2065.83528330175,2730.77864646001,240.732395662974,174.771501324691,108.573480978118
crRNA0797:1180-1202,610.643699638737,664.178664709542,617.140921958598,2917.17333565728,3960.08962924189,3925.11304185661,268.266730755299,148.551631300835,117.391448970526
crRNA0798:1182-1204,663.924691652673,560.675621227643,599.805121179926,1624.30856541034,1311.2509611782,1659.4015818953,265.676396466399,299.309366893608,213.721479627611
crRNA0799:1183-1205,565.486425654762,584.86482913409,501.512810738066,809.525259914972,646.294251998829,920.817505775912,433.066819275733,378.70737048972,366.461823872957
crRNA0800:1184-1206,491.296116653663,403.25023502156,475.821576763573,524.644181715822,493.543155557383,584.367924924262,272.395004454275,398.978454091362,284.68041906744
crRNA0801:1185-1207,648.926327297057,615.162195027065,596.37928035891,666.33639726166,954.347038581904,758.75311683478,432.548858299927,399.99592809905,426.280176403947
crRNA0802:1186-1208,480.948186074961,542.464280851259,521.287309387274,621.887483075934,677.046344621795,613.209312786767,522.176728817883,465.606511332584,449.319922219947
crRNA0803:1187-1209,528.17597331828,675.854690079709,553.823005297804,799.013863299645,527.448434076944,549.211091703927,574.1672121165,569.740735518503,581.247866512175
crRNA0804:1189-1211,394.907667430083,487.105010944785,370.770180434344,473.456034121222,226.727644562316,333.796771119303,412.936515767436,357.05545075641,452.169816696664
crRNA0805:1190-1212,434.915117574503,319.60296180789,427.325061746308,405.257818678255,294.361544178894,323.856890162824,314.766057656061,464.224241315215,462.722438398343
crRNA0806:1191-1213,537.066499295695,692.307448371308,501.670443658557,284.480629147426,394.330460388587,603.085016154842,467.015391931805,397.399818469995,354.986000702556
crRNA0807:1193-1215,441.38778795658,524.782161305917,406.104659003337,376.688650929751,493.198405690694,684.494019435556,460.744964745023,348.778509176034,317.379661565229
crRNA0808:1194-1216,432.438982153918,601.600404693819,514.636486137079,2058.85652982926,2485.8314242008,2389.11243525365,331.010698052223,185.573115315974,98.7749656630408
crRNA0809:1195-1217,475.725068286555,478.392347187982,381.209534376715,2687.00769780108,2931.37219992268,2719.46048671055,165.69187601469,202.143814785412,96.6128347109131
